timestamp,env_action,env_position,env_equity
2023-07-03 00:00:00+00:00,2,1,109394.75766155994
2023-07-04 00:00:00+00:00,2,1,109186.39477504848
2023-07-05 00:00:00+00:00,2,1,108460.3779652803
2023-07-06 00:00:00+00:00,1,0,108456.8779652803
2023-07-07 00:00:00+00:00,2,1,109078.45288221062
2023-07-09 00:00:00+00:00,1,0,109074.95288221062
2023-07-10 00:00:00+00:00,1,0,109074.95288221062
2023-07-11 00:00:00+00:00,1,0,109074.95288221062
2023-07-12 00:00:00+00:00,1,0,109074.95288221062
2023-07-13 00:00:00+00:00,1,0,109074.95288221062
2023-07-14 00:00:00+00:00,1,0,109074.95288221062
2023-07-16 00:00:00+00:00,1,0,109074.95288221062
2023-07-17 00:00:00+00:00,1,0,109074.95288221062
2023-07-18 00:00:00+00:00,1,0,109074.95288221062
2023-07-19 00:00:00+00:00,1,0,109074.95288221062
2023-07-20 00:00:00+00:00,1,0,109074.95288221062
2023-07-21 00:00:00+00:00,1,0,109074.95288221062
2023-07-23 00:00:00+00:00,2,1,108736.54001578047
2023-07-24 00:00:00+00:00,1,0,108733.04001578047
2023-07-25 00:00:00+00:00,1,0,108733.04001578047
2023-07-26 00:00:00+00:00,2,1,107854.56755869667
2023-07-27 00:00:00+00:00,1,0,107851.06755869667
2023-07-28 00:00:00+00:00,1,0,107851.06755869667
2023-07-30 00:00:00+00:00,2,1,108165.17774797906
2023-07-31 00:00:00+00:00,2,1,107871.21794073895
2023-08-01 00:00:00+00:00,2,1,106444.0440565139
2023-08-02 00:00:00+00:00,1,0,106440.5440565139
2023-08-03 00:00:00+00:00,1,0,106440.5440565139
2023-08-04 00:00:00+00:00,1,0,106440.5440565139
2023-08-06 00:00:00+00:00,2,1,106191.97798540906
2023-08-07 00:00:00+00:00,2,1,105265.39825883532
2023-08-08 00:00:00+00:00,1,0,105261.89825883532
2023-08-09 00:00:00+00:00,1,0,105261.89825883532
2023-08-10 00:00:00+00:00,2,1,105084.91157340065
2023-08-11 00:00:00+00:00,2,1,105097.15607924912
2023-08-13 00:00:00+00:00,2,1,104889.71376189627
2023-08-14 00:00:00+00:00,2,1,104273.86756475894
2023-08-15 00:00:00+00:00,2,1,103545.30247373122
2023-08-16 00:00:00+00:00,2,1,103041.01870426095
2023-08-17 00:00:00+00:00,2,1,102825.22413122212
2023-08-18 00:00:00+00:00,2,1,102759.04728338575
2023-08-20 00:00:00+00:00,2,1,103065.4924069033
2023-08-21 00:00:00+00:00,2,1,103492.02369368433
2023-08-22 00:00:00+00:00,2,1,104675.45413687278
2023-08-23 00:00:00+00:00,2,1,105504.7593686651
2023-08-24 00:00:00+00:00,1,0,105501.2593686651
2023-08-25 00:00:00+00:00,1,0,105501.2593686651
2023-08-27 00:00:00+00:00,1,0,105501.2593686651
2023-08-28 00:00:00+00:00,1,0,105501.2593686651
2023-08-29 00:00:00+00:00,1,0,105501.2593686651
2023-08-30 00:00:00+00:00,1,0,105501.2593686651
2023-08-31 00:00:00+00:00,1,0,105501.2593686651
2023-09-01 00:00:00+00:00,1,0,105501.2593686651
2023-09-03 00:00:00+00:00,1,0,105501.2593686651
2023-09-04 00:00:00+00:00,1,0,105501.2593686651
2023-09-05 00:00:00+00:00,1,0,105501.2593686651
2023-09-06 00:00:00+00:00,1,0,105501.2593686651
2023-09-07 00:00:00+00:00,1,0,105501.2593686651
2023-09-08 00:00:00+00:00,1,0,105501.2593686651
2023-09-10 00:00:00+00:00,2,1,105594.27456031261
2023-09-11 00:00:00+00:00,2,1,105309.16649322552
2023-09-12 00:00:00+00:00,2,1,104666.21548023618
2023-09-13 00:00:00+00:00,1,0,104662.71548023618
2023-09-14 00:00:00+00:00,1,0,104662.71548023618
2023-09-15 00:00:00+00:00,2,1,105322.43373511445
2023-09-17 00:00:00+00:00,2,1,105897.40801854062
2023-09-18 00:00:00+00:00,1,0,105893.90801854062
2023-09-19 00:00:00+00:00,1,0,105893.90801854062
2023-09-20 00:00:00+00:00,1,0,105893.90801854062
2023-09-21 00:00:00+00:00,1,0,105893.90801854062
2023-09-22 00:00:00+00:00,1,0,105893.90801854062
2023-09-24 00:00:00+00:00,1,0,105893.90801854062
2023-09-25 00:00:00+00:00,1,0,105893.90801854062
2023-09-26 00:00:00+00:00,1,0,105893.90801854062
2023-09-27 00:00:00+00:00,1,0,105893.90801854062
2023-09-28 00:00:00+00:00,1,0,105893.90801854062
2023-09-29 00:00:00+00:00,1,0,105893.90801854062
2023-10-01 00:00:00+00:00,1,0,105893.90801854062
2023-10-02 00:00:00+00:00,1,0,105893.90801854062
2023-10-03 00:00:00+00:00,1,0,105893.90801854062
2023-10-04 00:00:00+00:00,1,0,105893.90801854062
2023-10-05 00:00:00+00:00,1,0,105893.90801854062
2023-10-06 00:00:00+00:00,1,0,105893.90801854062
2023-10-08 00:00:00+00:00,2,1,106700.09025424224
2023-10-09 00:00:00+00:00,1,0,106696.59025424224
2023-10-10 00:00:00+00:00,1,0,106696.59025424224
2023-10-11 00:00:00+00:00,1,0,106696.59025424224
2023-10-12 00:00:00+00:00,2,1,109743.02289566546
2023-10-13 00:00:00+00:00,1,0,109739.52289566546
2023-10-15 00:00:00+00:00,1,0,109739.52289566546
2023-10-16 00:00:00+00:00,1,0,109739.52289566546
2023-10-17 00:00:00+00:00,1,0,109739.52289566546
2023-10-18 00:00:00+00:00,1,0,109739.52289566546
2023-10-19 00:00:00+00:00,1,0,109739.52289566546
2023-10-20 00:00:00+00:00,1,0,109739.52289566546
2023-10-22 00:00:00+00:00,1,0,109739.52289566546
2023-10-23 00:00:00+00:00,1,0,109739.52289566546
2023-10-24 00:00:00+00:00,1,0,109739.52289566546
2023-10-25 00:00:00+00:00,1,0,109739.52289566546
2023-10-26 00:00:00+00:00,1,0,109739.52289566546
2023-10-27 00:00:00+00:00,1,0,109739.52289566546
2023-10-29 00:00:00+00:00,1,0,109739.52289566546
2023-10-30 00:00:00+00:00,1,0,109739.52289566546
2023-10-31 00:00:00+00:00,1,0,109739.52289566546
2023-11-01 00:00:00+00:00,1,0,109739.52289566546
2023-11-02 00:00:00+00:00,1,0,109739.52289566546
2023-11-03 00:00:00+00:00,1,0,109739.52289566546
2023-11-05 00:00:00+00:00,1,0,109739.52289566546
2023-11-06 00:00:00+00:00,1,0,109739.52289566546
2023-11-07 00:00:00+00:00,1,0,109739.52289566546
2023-11-08 00:00:00+00:00,1,0,109739.52289566546
2023-11-09 00:00:00+00:00,1,0,109739.52289566546
2023-11-10 00:00:00+00:00,1,0,109739.52289566546
2023-11-12 00:00:00+00:00,1,0,109739.52289566546
2023-11-13 00:00:00+00:00,1,0,109739.52289566546
2023-11-14 00:00:00+00:00,1,0,109739.52289566546
2023-11-15 00:00:00+00:00,1,0,109739.52289566546
2023-11-16 00:00:00+00:00,1,0,109739.52289566546
2023-11-17 00:00:00+00:00,1,0,109739.52289566546
2023-11-19 00:00:00+00:00,1,0,109739.52289566546
2023-11-20 00:00:00+00:00,1,0,109739.52289566546
2023-11-21 00:00:00+00:00,1,0,109739.52289566546
2023-11-22 00:00:00+00:00,1,0,109739.52289566546
2023-11-23 00:00:00+00:00,1,0,109739.52289566546
2023-11-24 00:00:00+00:00,1,0,109739.52289566546
2023-11-26 00:00:00+00:00,1,0,109739.52289566546
2023-11-27 00:00:00+00:00,1,0,109739.52289566546
2023-11-28 00:00:00+00:00,1,0,109739.52289566546
2023-11-29 00:00:00+00:00,1,0,109739.52289566546
2023-11-30 00:00:00+00:00,1,0,109739.52289566546
2023-12-01 00:00:00+00:00,1,0,109739.52289566546
2023-12-03 00:00:00+00:00,1,0,109739.52289566546
2023-12-04 00:00:00+00:00,1,0,109739.52289566546
2023-12-05 00:00:00+00:00,1,0,109739.52289566546
2023-12-06 00:00:00+00:00,1,0,109739.52289566546
2023-12-07 00:00:00+00:00,1,0,109739.52289566546
2023-12-08 00:00:00+00:00,1,0,109739.52289566546
2023-12-10 00:00:00+00:00,1,0,109739.52289566546
2023-12-11 00:00:00+00:00,1,0,109739.52289566546
2023-12-12 00:00:00+00:00,1,0,109739.52289566546
2023-12-13 00:00:00+00:00,1,0,109739.52289566546
2023-12-14 00:00:00+00:00,1,0,109739.52289566546
2023-12-15 00:00:00+00:00,1,0,109739.52289566546
2023-12-17 00:00:00+00:00,1,0,109739.52289566546
2023-12-18 00:00:00+00:00,1,0,109739.52289566546
2023-12-19 00:00:00+00:00,1,0,109739.52289566546
2023-12-20 00:00:00+00:00,1,0,109739.52289566546
2023-12-21 00:00:00+00:00,1,0,109739.52289566546
2023-12-22 00:00:00+00:00,1,0,109739.52289566546
2023-12-25 00:00:00+00:00,1,0,109739.52289566546
2023-12-26 00:00:00+00:00,1,0,109739.52289566546
2023-12-27 00:00:00+00:00,1,0,109739.52289566546
2023-12-28 00:00:00+00:00,1,0,109739.52289566546
2023-12-29 00:00:00+00:00,1,0,109739.52289566546
2024-01-01 00:00:00+00:00,1,0,109739.52289566546
2024-01-02 00:00:00+00:00,0,-1,110739.47590318925
2024-01-03 00:00:00+00:00,0,-1,111570.10812222483
2024-01-04 00:00:00+00:00,0,-1,111388.06950041896
2024-01-05 00:00:00+00:00,1,0,111384.56950041896
2024-01-07 00:00:00+00:00,1,0,111384.56950041896
2024-01-08 00:00:00+00:00,1,0,111384.56950041896
2024-01-09 00:00:00+00:00,1,0,111384.56950041896
2024-01-10 00:00:00+00:00,1,0,111384.56950041896
2024-01-11 00:00:00+00:00,1,0,111384.56950041896
2024-01-12 00:00:00+00:00,1,0,111384.56950041896
2024-01-14 00:00:00+00:00,1,0,111384.56950041896
2024-01-15 00:00:00+00:00,1,0,111384.56950041896
2024-01-16 00:00:00+00:00,1,0,111384.56950041896
2024-01-17 00:00:00+00:00,1,0,111384.56950041896
2024-01-18 00:00:00+00:00,1,0,111384.56950041896
2024-01-19 00:00:00+00:00,1,0,111384.56950041896
2024-01-21 00:00:00+00:00,1,0,111384.56950041896
2024-01-22 00:00:00+00:00,1,0,111384.56950041896
2024-01-23 00:00:00+00:00,1,0,111384.56950041896
2024-01-24 00:00:00+00:00,1,0,111384.56950041896
2024-01-25 00:00:00+00:00,1,0,111384.56950041896
2024-01-26 00:00:00+00:00,1,0,111384.56950041896
2024-01-28 00:00:00+00:00,1,0,111384.56950041896
2024-01-29 00:00:00+00:00,1,0,111384.56950041896
2024-01-30 00:00:00+00:00,1,0,111384.56950041896
2024-01-31 00:00:00+00:00,1,0,111384.56950041896
2024-02-01 00:00:00+00:00,1,0,111384.56950041896
2024-02-02 00:00:00+00:00,1,0,111384.56950041896
2024-02-04 00:00:00+00:00,1,0,111384.56950041896
2024-02-05 00:00:00+00:00,1,0,111384.56950041896
2024-02-06 00:00:00+00:00,1,0,111384.56950041896
2024-02-07 00:00:00+00:00,1,0,111384.56950041896
2024-02-08 00:00:00+00:00,1,0,111384.56950041896
2024-02-09 00:00:00+00:00,1,0,111384.56950041896
2024-02-11 00:00:00+00:00,1,0,111384.56950041896
2024-02-12 00:00:00+00:00,1,0,111384.56950041896
2024-02-13 00:00:00+00:00,1,0,111384.56950041896
2024-02-14 00:00:00+00:00,1,0,111384.56950041896
2024-02-15 00:00:00+00:00,1,0,111384.56950041896
2024-02-16 00:00:00+00:00,1,0,111384.56950041896
2024-02-18 00:00:00+00:00,1,0,111384.56950041896
2024-02-19 00:00:00+00:00,1,0,111384.56950041896
2024-02-20 00:00:00+00:00,1,0,111384.56950041896
2024-02-21 00:00:00+00:00,1,0,111384.56950041896
2024-02-22 00:00:00+00:00,1,0,111384.56950041896
2024-02-23 00:00:00+00:00,1,0,111384.56950041896
2024-02-25 00:00:00+00:00,1,0,111384.56950041896
2024-02-26 00:00:00+00:00,1,0,111384.56950041896
2024-02-27 00:00:00+00:00,1,0,111384.56950041896
2024-02-28 00:00:00+00:00,1,0,111384.56950041896
2024-02-29 00:00:00+00:00,1,0,111384.56950041896
2024-03-01 00:00:00+00:00,1,0,111384.56950041896
2024-03-03 00:00:00+00:00,1,0,111384.56950041896
2024-03-04 00:00:00+00:00,1,0,111384.56950041896
2024-03-05 00:00:00+00:00,1,0,111384.56950041896
2024-03-06 00:00:00+00:00,1,0,111384.56950041896
2024-03-07 00:00:00+00:00,1,0,111384.56950041896
2024-03-08 00:00:00+00:00,1,0,111384.56950041896
2024-03-10 00:00:00+00:00,1,0,111384.56950041896
2024-03-11 00:00:00+00:00,1,0,111384.56950041896
2024-03-12 00:00:00+00:00,1,0,111384.56950041896
2024-03-13 00:00:00+00:00,1,0,111384.56950041896
2024-03-14 00:00:00+00:00,1,0,111384.56950041896
2024-03-15 00:00:00+00:00,1,0,111384.56950041896
2024-03-17 00:00:00+00:00,1,0,111384.56950041896
2024-03-18 00:00:00+00:00,1,0,111384.56950041896
2024-03-19 00:00:00+00:00,1,0,111384.56950041896
2024-03-20 00:00:00+00:00,1,0,111384.56950041896
2024-03-21 00:00:00+00:00,1,0,111384.56950041896
2024-03-22 00:00:00+00:00,1,0,111384.56950041896
2024-03-24 00:00:00+00:00,1,0,111384.56950041896
2024-03-25 00:00:00+00:00,1,0,111384.56950041896
2024-03-26 00:00:00+00:00,1,0,111384.56950041896
2024-03-27 00:00:00+00:00,1,0,111384.56950041896
2024-03-28 00:00:00+00:00,1,0,111384.56950041896
2024-03-31 00:00:00+00:00,1,0,111384.56950041896
2024-04-01 00:00:00+00:00,1,0,111384.56950041896
2024-04-02 00:00:00+00:00,1,0,111384.56950041896
2024-04-03 00:00:00+00:00,1,0,111384.56950041896
2024-04-04 00:00:00+00:00,1,0,111384.56950041896
2024-04-05 00:00:00+00:00,1,0,111384.56950041896
2024-04-07 00:00:00+00:00,1,0,111384.56950041896
2024-04-08 00:00:00+00:00,1,0,111384.56950041896
2024-04-09 00:00:00+00:00,1,0,111384.56950041896
2024-04-10 00:00:00+00:00,1,0,111384.56950041896
2024-04-11 00:00:00+00:00,1,0,111384.56950041896
2024-04-12 00:00:00+00:00,1,0,111384.56950041896
2024-04-14 00:00:00+00:00,1,0,111384.56950041896
2024-04-15 00:00:00+00:00,1,0,111384.56950041896
2024-04-16 00:00:00+00:00,1,0,111384.56950041896
2024-04-17 00:00:00+00:00,1,0,111384.56950041896
2024-04-18 00:00:00+00:00,1,0,111384.56950041896
2024-04-19 00:00:00+00:00,1,0,111384.56950041896
2024-04-21 00:00:00+00:00,1,0,111384.56950041896
2024-04-22 00:00:00+00:00,1,0,111384.56950041896
2024-04-23 00:00:00+00:00,0,-1,112365.213974698
2024-04-24 00:00:00+00:00,1,0,112361.713974698
2024-04-25 00:00:00+00:00,0,-1,111340.15533858375
2024-04-26 00:00:00+00:00,1,0,111336.65533858375
2024-04-28 00:00:00+00:00,1,0,111336.65533858375
2024-04-29 00:00:00+00:00,1,0,111336.65533858375
2024-04-30 00:00:00+00:00,1,0,111336.65533858375
2024-05-01 00:00:00+00:00,0,-1,110734.13068553049
2024-05-02 00:00:00+00:00,1,0,110730.63068553049
2024-05-03 00:00:00+00:00,1,0,110730.63068553049
2024-05-05 00:00:00+00:00,1,0,110730.63068553049
2024-05-06 00:00:00+00:00,1,0,110730.63068553049
2024-05-07 00:00:00+00:00,1,0,110730.63068553049
2024-05-08 00:00:00+00:00,1,0,110730.63068553049
2024-05-09 00:00:00+00:00,2,1,113244.00696721641
2024-05-10 00:00:00+00:00,1,0,113240.50696721641
2024-05-12 00:00:00+00:00,1,0,113240.50696721641
2024-05-13 00:00:00+00:00,1,0,113240.50696721641
2024-05-14 00:00:00+00:00,0,-1,110498.92784004821
2024-05-15 00:00:00+00:00,1,0,110495.42784004821
2024-05-16 00:00:00+00:00,1,0,110495.42784004821
2024-05-17 00:00:00+00:00,1,0,110495.42784004821
2024-05-19 00:00:00+00:00,1,0,110495.42784004821
2024-05-20 00:00:00+00:00,1,0,110495.42784004821
2024-05-21 00:00:00+00:00,1,0,110495.42784004821
2024-05-22 00:00:00+00:00,1,0,110495.42784004821
2024-05-23 00:00:00+00:00,0,-1,113017.72601447164
2024-05-24 00:00:00+00:00,1,0,113014.22601447164
2024-05-26 00:00:00+00:00,1,0,113014.22601447164
2024-05-27 00:00:00+00:00,1,0,113014.22601447164
2024-05-28 00:00:00+00:00,1,0,113014.22601447164
2024-05-29 00:00:00+00:00,1,0,113014.22601447164
2024-05-30 00:00:00+00:00,1,0,113014.22601447164
2024-05-31 00:00:00+00:00,1,0,113014.22601447164
2024-06-02 00:00:00+00:00,1,0,113014.22601447164
2024-06-03 00:00:00+00:00,1,0,113014.22601447164
2024-06-04 00:00:00+00:00,2,1,113235.38756913091
2024-06-05 00:00:00+00:00,1,0,113231.88756913091
2024-06-06 00:00:00+00:00,2,1,110211.77052974774
2024-06-07 00:00:00+00:00,2,1,106150.67139458958
2024-06-09 00:00:00+00:00,1,0,106147.17139458958
2024-06-10 00:00:00+00:00,1,0,106147.17139458958
2024-06-11 00:00:00+00:00,1,0,106147.17139458958
2024-06-12 00:00:00+00:00,2,1,105510.33059510049
2024-06-13 00:00:00+00:00,2,1,106135.6514469481
2024-06-14 00:00:00+00:00,1,0,106132.1514469481
2024-06-16 00:00:00+00:00,1,0,106132.1514469481
2024-06-17 00:00:00+00:00,1,0,106132.1514469481
2024-06-18 00:00:00+00:00,1,0,106132.1514469481
2024-06-19 00:00:00+00:00,1,0,106132.1514469481
2024-06-20 00:00:00+00:00,2,1,105717.93931051657
2024-06-21 00:00:00+00:00,1,0,105714.43931051657
2024-06-23 00:00:00+00:00,1,0,105714.43931051657
2024-06-24 00:00:00+00:00,1,0,105714.43931051657
2024-06-25 00:00:00+00:00,1,0,105714.43931051657
2024-06-26 00:00:00+00:00,1,0,105714.43931051657
2024-06-27 00:00:00+00:00,1,0,105714.43931051657
2024-06-28 00:00:00+00:00,2,1,105556.52453208278
2024-06-30 00:00:00+00:00,1,0,105553.02453208278
2024-07-01 00:00:00+00:00,1,0,105553.02453208278
2024-07-02 00:00:00+00:00,1,0,105553.02453208278
2024-07-03 00:00:00+00:00,2,1,106803.33749301465
2024-07-04 00:00:00+00:00,2,1,108524.43730232507
2024-07-05 00:00:00+00:00,1,0,108520.93730232507
2024-07-07 00:00:00+00:00,1,0,108520.93730232507
2024-07-08 00:00:00+00:00,1,0,108520.93730232507
2024-07-09 00:00:00+00:00,1,0,108520.93730232507
2024-07-10 00:00:00+00:00,1,0,108520.93730232507
2024-07-11 00:00:00+00:00,1,0,108520.93730232507
2024-07-12 00:00:00+00:00,1,0,108520.93730232507
2024-07-14 00:00:00+00:00,1,0,108520.93730232507
2024-07-15 00:00:00+00:00,1,0,108520.93730232507
2024-07-16 00:00:00+00:00,1,0,108520.93730232507
2024-07-17 00:00:00+00:00,1,0,108520.93730232507
2024-07-18 00:00:00+00:00,1,0,108520.93730232507
2024-07-19 00:00:00+00:00,1,0,108520.93730232507
